title,firstname,middlename,lastname,name_suffix,nickname,party,state,district,in_office,gender,phone,fax,website,webform,congress_office,bioguide_id,votesmart_id,fec_id,govtrack_id,crp_id,twitter_id,congresspedia_url,youtube_url,facebook_id,official_rss,senate_class,birthdate,imageURL
Rep,K.,Michael,Conaway,,Mike,R,TX,11,1,M,202-225-3605,202-225-1783,http://conaway.house.gov,http://conaway.house.gov/Contact/default.aspx#email,2430 Rayburn House Office Building,C001062,49935,H4TX19136,400655,N00026041,ConawayTX11,http://www.opencongress.org/wiki/K._Michael_Conaway,http://youtube.com/mikeconaway11,2.03482E+14,,,6/11/1948,http://beta.congress.gov/img/member/112_conaway_tx11.jpg
Rep,Karen,,Bass,,,D,CA,37,1,F,202-225-7084,202- 225-2422,http://bass.house.gov,http://bass.house.gov/contact-me/email-me,408 Cannon House Office Building,B001270,28963,H0CA33117,412404,N00031877,RepKarenBass,http://www.opencongress.org/wiki/Karen_Bass,http://youtube.com/RepKarenBass,1.90867E+14,,,10/3/1953,https://bedrosian.usc.edu/files/2013/11/Karen-Bass-2012photo-by-Leroy-Hamilton.jpg
Rep,Katherine,M.,Clark,,,D,MA,5,1,F,202-225-2836,,http://katherineclark.house.gov,,2108 Rayburn House Office Building,C001101,35858,H4MA05084,412600,N00035278,,,,,,,7/17/1963,http://i.huffpost.com/gen/1508483/thumbs/o-KATHERINE-CLARK-facebook.jpg
Rep,Kathleen,A.,Dahlkemper,,,D,PA,3,0,F,,,http://dahlkemper.house.gov,,,D000608,102423,H8PA03084,412273,N00029414,,http://www.opencongress.org/wiki/Kathy_Dahlkemper,,,,,12/10/1957,http://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Dahlkemper-kathleen.jpg/220px-Dahlkemper-kathleen.jpg
Rep,Kathleen,C.,Hochul,,,D,NY,26,0,F,202-225-5265,,http://hochul.house.gov/,,1711 Longworth House Office Building,H001062,129238,H2NY00036,412497,N00033055,RepKathyHochul,http://www.opencongress.org/wiki/Kathy_Hochul,http://youtube.com/RepKathyHochul,1.73601E+14,,,8/27/1958,http://upload.wikimedia.org/wikipedia/commons/1/1a/Kathy_Hochul_.jpg
Rep,Kathy,,Castor,,,D,FL,14,1,F,202-225-3376,202-225-5652,http://castor.house.gov,https://forms.house.gov/wyr/welcome.shtml,205 Cannon House Office Building,C001066,53825,H6FL11126,412195,N00027514,USRepKCastor,http://www.opencongress.org/wiki/Kathy_Castor,http://youtube.com/RepKathyCastor,1.8181E+14,,,8/20/1966,http://images.politico.com/global/arena/100625_castor_376.jpg
Rep,Kay,,Granger,,,R,TX,12,1,F,202-225-5071,202-225-5683,http://kaygranger.house.gov,http://kaygranger.house.gov/?sectionid=46&amp;sectiontree=46,1026 Longworth House Office Building,G000377,334,H6TX12060,400157,N00008799,RepKayGranger,http://www.opencongress.org/wiki/Kay_Granger,http://youtube.com/RepKayGranger,49640749719,,,1/18/1943,http://upload.wikimedia.org/wikipedia/commons/d/d0/Kay_Granger.jpg
Sen,Kay,Bailey,Hutchison,,,R,TX,Senior Seat,0,F,202-224-5922,202-224-0776,http://hutchison.senate.gov/,http://www.hutchison.senate.gov/?p=email_kay,284 Russell Senate Office Building,H001016,53349,S4TX00086,300054,N00005675,kaybaileyhutch,http://www.opencongress.org/wiki/Kay_Hutchison,http://youtube.com/SenatorHutchison,kaybaileyhutchison,,I,7/22/1943,http://upload.wikimedia.org/wikipedia/commons/9/9e/Kay_Hagan_official_photo.jpg
Sen,Kay,R.,Hagan,,,D,NC,Junior Seat,1,F,202-224-6342,202-228-2563,http://www.hagan.senate.gov,http://www.hagan.senate.gov/?p=contact,521 Dirksen Senate Office Building,H001049,21082,S8NC00239,412324,N00029617,SenatorHagan,http://www.opencongress.org/wiki/Kay_Hagan,http://youtube.com/SenatorHagan,7871449189,,II,5/26/1953,"http://upload.wikimedia.org/wikipedia/commons/5/56/Kay_Bailey_Hutchison,_official_photo_2.jpg"
Rep,Keith,M.,Ellison,,,D,MN,5,1,M,202-225-4755,202-225-4886,http://ellison.house.gov,http://ellison.house.gov/index.php?option=com_content&amp;task=view&amp;id=87,2244 Rayburn House Office Building,E000288,38982,H6MN05183,412215,N00028257,KeithEllison,http://www.opencongress.org/wiki/Keith_Ellison,http://youtube.com/RepKeithEllison,7997462059,,,8/4/1963,http://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Keithellison.jpg/240px-Keithellison.jpg
Rep,Keith,J.,Rothfus,,,R,PA,12,1,M,202-225-2065,,http://rothfus.house.gov,http://rothfus.house.gov/contact/email-me,503 Cannon House Office Building,R000598,119466,H0PA04220,412570,N00031253,KeithRothfus,,http://youtube.com/reprothfus,1.33803E+14,,,4/25/1962,"http://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Keith_Rothfus,_Official_Portrait,_113th_Congress.jpg/220px-Keith_Rothfus,_Official_Portrait,_113th_Congress.jpg"
Sen,Kelly,A ,Ayotte,,,R,NH,Junior Seat,1,F,202-224-3324,,http://www.ayotte.senate.gov,http://www.ayotte.senate.gov/?p=contact,144 Russell Senate Office Building,A000368,42352,S0NH00235,412493,N00030980,,http://www.opencongress.org/wiki/Kelly_Ayotte,http://youtube.com/SenatorAyotte,1.23436E+14,,III,6/27/1968,"http://upload.wikimedia.org/wikipedia/commons/1/1f/Kelly_Ayotte,_Official_Portrait,_112th_Congress_2.jpg"
Rep,Ken,S.,Calvert,,,R,CA,42,1,M,202-225-1986,202-225-2004,http://calvert.house.gov,http://calvert.house.gov/contact/,2269 Rayburn House Office Building,C000059,26777,H2CA37023,400057,N00007099,KenCalvert,http://www.opencongress.org/wiki/Ken_Calvert,http://youtube.com/RepKenCalvert,70063393423,,,6/8/1953,http://calvert.house.gov/UploadedPhotos/mediumresolution/f18e7533-302e-47af-bbca-c0ed8e2ad0da.jpg
Sen,Ken,,Salazar,,,D,CO,Junior Seat,0,M,,,http://salazar.senate.gov,,,S001163,1541,S4CO00163,400619,N00026892,,http://www.opencongress.org/wiki/Ken_Salazar,http://youtube.com/SenatorSalazar,,,III,3/2/1955,http://upload.wikimedia.org/wikipedia/commons/1/1d/Ken_Salazar_official_DOI_portrait.jpg
Rep,Kendrick,B.,Meek,Sr.,,D,FL,17,0,M,,,http://kendrickmeek.house.gov,,,M001148,8092,H2FL17056,400270,N00025692,kendrickbmeek,http://www.opencongress.org/wiki/Kendrick_Meek,http://youtube.com/KendrickBMeek,,,,9/6/1966,"http://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Kendrick_Meek,_official_photo_portrait,_color.jpg/220px-Kendrick_Meek,_official_photo_portrait,_color.jpg"
Rep,Kenny,C.,Hulshof,,,R,MO,9,0,M,,,http://hulshof.house.gov,,,H000948,423,H4MO09046,400190,N00008032,,http://www.opencongress.org/wiki/Kenny_Hulshof,,,,,5/22/1958,http://upload.wikimedia.org/wikipedia/commons/4/4a/Rep_Kenny_Hulshof.jpg
Rep,Kenny,E.,Marchant,,,R,TX,24,1,M,202-225-6605,202-225-0074,http://marchant.house.gov/,http://marchant.house.gov/contact,1110 Longworth House Office Building,M001158,5549,H4TX24094,400656,N00026710,RepKenMarchant,http://www.opencongress.org/wiki/Kenny_Marchant,http://youtube.com/RepKennyMarchant,6349487899,,,2/23/1951,http://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Kenny_Marchant_Official.jpg/220px-Kenny_Marchant_Official.jpg
Sen,Kent,Kent,Conrad,,,D,ND,Senior Seat,0,M,202-224-2043,202-224-7776,http://conrad.senate.gov,http://www.conrad.senate.gov/contact/webform.cfm,530 Hart Senate Office Building,C000705,53331,S6ND00058,300026,N00004613,,http://www.opencongress.org/wiki/Kent_Conrad,http://youtube.com/SenatorConrad,kentconrad,,I,3/12/1948,http://upload.wikimedia.org/wikipedia/commons/3/39/Kent_Conrad_official_portrait.jpg
Rep,Kerry,L.,Bentivolio,,,R,MI,11,1,M,202-225-8171,,http://bentivolio.house.gov,http://bentivolio.house.gov/contact/email-me,226 Cannon House Office Building,B001280,123059,H2MI11133,412547,N00033625,RepKerryB,,http://youtube.com/repkerry,3.16866E+14,,,10/6/1951,"http://upload.wikimedia.org/wikipedia/commons/3/39/Kerry_Bentivolio,_official_portrait,_113th_Congress.jpg"
Rep,Kevin,P.,Brady,,,R,TX,8,1,M,202-225-4901,202-225-5524,http://kevinbrady.house.gov,http://kevinbrady.house.gov/contact-kevin/,301 Cannon House Office Building,B000755,361,H6TX08100,400046,N00005883,RepKevinBrady,http://www.opencongress.org/wiki/Kevin_Brady,http://youtube.com/KBrady8,9307301412,,,4/11/1955,http://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Kevinbrady.jpeg/220px-Kevinbrady.jpeg
Rep,Kevin,,Cramer,,,R,ND,0,1,M,202-225-2611,202-226-0893,http://cramer.house.gov,http://cramer.house.gov/contact/email-me,1032 Longworth House Office Building,C001096,444,H0ND01026,412555,N00004614,RepKevinCramer,,http://youtube.com/kevincramer,4.98752E+14,,,1/21/1961,"http://upload.wikimedia.org/wikipedia/commons/d/d2/Kevin_Cramer,_official_portrait,_113th_Congress.jpg"
Rep,Kevin,,McCarthy,,,R,CA,23,1,M,202-225-2915,202-225-2908,http://kevinmccarthy.house.gov,https://forms.house.gov/kevinmccarthy/webforms/issue_subscribe.html,2421 Rayburn House Office Building,M001165,28918,H6CA22125,412190,N00028152,GOPWhip,http://www.opencongress.org/wiki/Kevin_McCarthy,http://youtube.com/repkevinmccarthy,51052893175,,,1/26/1965,http://upload.wikimedia.org/wikipedia/commons/c/c2/Kevin_McCarthy2.jpg
Rep,Kevin,,Yoder,,,R,KS,3,1,M,202-225-2865,202- 225-2807,http://yoder.house.gov,http://yoder.house.gov/email-me/,215 Cannon House Office Building,Y000063,34433,H0KS03137,412430,N00031502,RepKevinYoder,http://www.opencongress.org/wiki/Kevin_Yoder,http://youtube.com/RepYoder,1.54027E+14,,,1/8/1976,http://upload.wikimedia.org/wikipedia/commons/thumb/3/38/KYmemberportrait.jpg/220px-KYmemberportrait.jpg
Sen,Kirsten,E.,Gillibrand,,,D,NY,Junior Seat,1,F,202-224-4451,202-225-1168,http://www.gillibrand.senate.gov,http://www.gillibrand.senate.gov/contact/,478 Russell Senate Office Building,G000555,65147,H6NY20167,412223,N00027658,,http://www.opencongress.org/wiki/Kirsten_Gillibrand,http://youtube.com/KirstenEGillibrand,,,I,12/9/1966,http://upload.wikimedia.org/wikipedia/commons/2/24/SenatorGillibrandpic.jpg
Rep,Kristi,L.,Noem,,,R,SD,0,1,F,202-225-2801,202-225-5823,http://noem.house.gov,http://noem.house.gov/index.cfm/contact,1323 Longworth House Office Building,N000184,58189,H0SD00054,412475,N00032022,RepKristiNoem,http://www.opencongress.org/wiki/Kristi_Noem,http://youtube.com/RepKristiNoem,,,,11/30/1971,http://upload.wikimedia.org/wikipedia/commons/b/be/Kristi_Noem_portrait.jpg
Rep,Kurt,,Schrader,,,D,OR,5,1,M,202-225-5711,202-225-5699,http://schrader.house.gov,http://schrader.house.gov/contact/,108 Cannon House Office Building,S001180,10813,H8OR05107,412315,N00030071,RepSchrader,http://www.opencongress.org/wiki/Kurt_Schrader,http://youtube.com/repkurtschrader,94978896695,,,10/19/1951,http://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Kurt_schrader.jpg/220px-Kurt_schrader.jpg
Rep,Kyrsten,,Sinema,,,D,AZ,9,1,F,202-225-9888,202-225-9731,http://sinema.house.gov,https://sinema.house.gov/index.cfm/email-me,1237 Longworth House Office Building,S001191,28338,H2AZ09019,412509,N00033983,RepSinema,,http://youtube.com/repsinema,2.33847E+14,,,7/12/1976,"http://upload.wikimedia.org/wikipedia/commons/0/0d/Rep_Kyrsten_Sinema,_Official_Portrait.jpg"
Sen,Lamar,,Alexander,,,R,TN,Senior Seat,1,M,202-224-4944,202-228-3398,http://www.alexander.senate.gov,http://www.alexander.senate.gov/public/index.cfm?p=Email,455 Dirksen Senate Office Building,A000360,15691,S2TN00058,300002,N00009888,SenAlexander,http://www.opencongress.org/wiki/Lamar_Alexander,http://youtube.com/lamaralexander,89927603836,,II,7/3/1940,http://upload.wikimedia.org/wikipedia/commons/a/a2/LamarAlexander.jpg
Rep,Lamar,S.,Smith,,,R,TX,21,1,M,202-225-4236,202-225-8628,http://lamarsmith.house.gov,http://lamarsmith.house.gov/contact.aspx?section=Mail,2409 Rayburn House Office Building,S000583,27097,H6TX21012,400381,N00001811,LamarSmithTX21,http://www.opencongress.org/wiki/Lamar_Smith,http://youtube.com/lamarsmithtexas21,1.07737E+11,,,11/19/1947,"http://upload.wikimedia.org/wikipedia/commons/e/e3/Lamar_Smith,_Official_Portrait,_c112th_Congress.jpg"
Rep,Larry,,Bucshon,,,R,IN,8,1,M,202-225-4636,202-225-3284,http://bucshon.house.gov,http://bucshon.house.gov/contact-me/email-me,1005 Longworth House Office Building,B001275,120335,H0IN08114,412427,N00031227,RepLarryBucshon,http://www.opencongress.org/wiki/Larry_Bucshon,http://youtube.com/RepLarryBucshon,1.35671E+14,,,5/31/1962,"http://upload.wikimedia.org/wikipedia/commons/6/60/Larry_Bucshon,_official_portrait,_112th_Congress.jpg"
Sen,Larry,E.,Craig,,,R,ID,Senior Seat,0,M,,,http://craig.senate.gov,,,C000858,53288,S0ID00057,300029,N00002091,,http://www.opencongress.org/wiki/Larry_Craig,,,,II,7/20/1945,http://upload.wikimedia.org/wikipedia/commons/f/f7/Larry_Craig_official_portrait_-_cropped_.jpg
Rep,Larry,Webb,Kissell,,Larry,D,NC,8,0,M,202-225-3715,202-225-4036,http://kissell.house.gov,https://forms.house.gov/kissell/contact-form.shtml,1632 Longworth House Office Building,K000369,57769,H6NC08111,412287,N00028859,RepLarryKissell,http://www.opencongress.org/wiki/Lawrence_Kissell,http://youtube.com/RepLarryKissell,11156132835,,,1/31/1951,http://imgs.inkfrog.com/pix/thevideodrome/larry_kissell_head_shot.jpg
Rep,Laura,,Richardson,,,D,CA,37,0,F,202-225-7924,202-225-7926,http://richardson.house.gov/,http://richardson.house.gov/IMA/issue_subscribe.htm,1330 Longworth House Office Building,R000581,69508,H8CA37137,412253,N00029112,replrichardson,http://www.opencongress.org/wiki/Laura_Richardson,http://youtube.com/RepLRichardson,RepresentativeLauraRichardson,,,4/14/1962,http://www.modernizeaid.net/wp-content/uploads/2011/06/Rep.-Laura-Richardson.jpg
Rep,Lee,R.,Terry,,,R,NE,2,1,M,202-225-4155,202-226-5452,http://leeterry.house.gov,http://www.house.gov/formleeterry/IMA/issue.htm,2266 Rayburn House Office Building,T000459,21276,H8NE02139,400400,N00005321,LEETERRYNE,http://www.opencongress.org/wiki/Lee_Terry,http://youtube.com/NebraskaTerry,3.93887E+11,,,1/29/1962,http://media.washingtonpost.com/wp-srv/politics/congress/members/photos/228/T000459.jpg
Rep,Leonard,L.,Boswell,,,D,IA,3,0,M,202-225-3806,202-225-5608,http://boswell.house.gov,http://boswell.house.gov/messageform.htm,1026 Longworth House Office Building,B000652,384,H6IA03144,400042,N00004208,LeonardBoswell,http://www.opencongress.org/wiki/Leonard_Boswell,http://youtube.com/RepLeonardBoswell,leonard.boswell,,,1/10/1934,http://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Leonard_Boswell_Official.jpg/220px-Leonard_Boswell_Official.jpg
Rep,Leonard,,Lance,,,R,NJ,7,1,M,202-225-5361,202-225-9460,http://lance.house.gov,https://forms.house.gov/lance/contact-form.shtml,133 Cannon House Office Building,L000567,4443,H6NJ12136,412290,N00000898,RepLanceNJ7,http://www.opencongress.org/wiki/Leonard_Lance,http://youtube.com/CongressmanLance,1.0083E+14,,,6/25/1952,"http://upload.wikimedia.org/wikipedia/commons/9/93/Leonard_Lance,_official_portrait_color.jpg"
Rep,Lincoln,,Diaz-Balart,,,R,FL,21,0,M,,,http://www.house.gov/diaz-balart,,,D000299,26796,H2FL19037,400107,N00002872,,http://www.opencongress.org/wiki/Lincoln_Diaz-Balart,,,,,8/13/1954,http://media.washingtonpost.com/wp-srv/politics/congress/members/photos/228/D000599.jpg
Rep,Lincoln,,Davis,,,D,TN,4,0,M,,,http://www.house.gov/lincolndavis,,,D000599,12080,H4TN06051,400096,N00003264,,http://www.opencongress.org/wiki/Lincoln_Davis,,,,,9/13/1943,http://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Lincoln_Diaz-Balart.jpg/200px-Lincoln_Diaz-Balart.jpg
Rep,Linda,T.,Sánchez,,,D,CA,38,1,F,202-225-6676,202-226-1012,http://lindasanchez.house.gov,http://www.house.gov/writerep,2423 Rayburn House Office Building,S001156,29674,H2CA39078,400355,N00024870,RepLindaSanchez,http://www.opencongress.org/wiki/Linda_Sanchez,http://youtube.com/LindaTSanchez,1.10686E+14,,,1/28/1969,http://images.politico.com/global/arena/sanchez_linda.jpg
Sen,Lindsey,O.,Graham,,,R,SC,Senior Seat,1,M,202-224-5972,202-224-3808,http://www.lgraham.senate.gov,http://lgraham.senate.gov/public/index.cfm?FuseAction=Contact.LandingPage,290 Russell Senate Office Building,G000359,21992,S0SC00149,300047,N00009975,GrahamBlog,http://www.opencongress.org/wiki/Lindsey_Graham,http://youtube.com/USSenLindseyGraham,2.57938E+11,,II,7/9/1955,"http://upload.wikimedia.org/wikipedia/commons/b/b6/Lindsey_Graham,_Official_Portrait_2006.jpg"
Sen,Lisa,A.,Murkowski,,,R,AK,Senior Seat,1,F,202-224-6665,202-224-5301,http://www.murkowski.senate.gov,http://www.murkowski.senate.gov/public/index.cfm?p=Contact,709 Hart Senate Office Building,M001153,15841,S4AK00099,300075,N00026050,LisaMurkowski,http://www.opencongress.org/wiki/Lisa_Murkowski,http://youtube.com/senatormurkowski,25271170290,,III,5/22/1957,http://upload.wikimedia.org/wikipedia/commons/d/d6/Lisa_Murkowski.jpg
Rep,Lloyd,A.,Doggett,,,D,TX,35,1,M,202-225-4865,202-225-3073,http://doggett.house.gov,http://doggett.house.gov/index.php/contact-lloyd-doggett,201 Cannon House Office Building,D000399,21689,H4TX10028,400111,N00006023,RepLloydDoggett,http://www.opencongress.org/wiki/Lloyd_Doggett,http://youtube.com/doggett,1.54051E+11,,,10/6/1946,"http://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Lloyd_Doggett,_Official_Portrait,_c112th_Congress.jpg/220px-Lloyd_Doggett,_Official_Portrait,_c112th_Congress.jpg"
Rep,Lois,,Capps,,,D,CA,24,1,F,202-225-3601,202-225-5632,http://capps.house.gov,http://capps.house.gov/contact-me/email-me,2231 Rayburn House Office Building,C001036,16886,H8CA22089,400062,N00007232,RepLoisCapps,http://www.opencongress.org/wiki/Lois_Capps,http://youtube.com/reploiscapps,1.68989E+11,,,1/10/1938,http://upload.wikimedia.org/wikipedia/commons/7/7b/Lois_Capps.jpg
Rep,Lois,,Frankel,,,D,FL,22,1,F,202-225-9890,561-998-9048,http://frankel.house.gov,http://frankel.house.gov/contact/email-me,1037 Longworth House Office Building,F000462,8102,H2FL14053,412529,N00002893,RepLoisFrankel,,http://youtube.com/reploisfrankel,1.3822E+14,,,5/16/1948,"http://upload.wikimedia.org/wikipedia/commons/a/a2/Lois_Frankel,_Official_portrait,_113th_Congress.jpg"
Rep,Loretta,L.,Sanchez,,,D,CA,46,1,F,202-225-2965,202-225-5859,http://www.lorettasanchez.house.gov,http://www.lorettasanchez.house.gov/index.php?option=com_content&amp;task=view&amp;id=218&amp;Itemid=17,1114 Longworth House Office Building,S000030,203,H6CA46033,400356,N00008274,LorettaSanchez,http://www.opencongress.org/wiki/Loretta_Sanchez,http://youtube.com/LorettaSanchezLive,90966961167,,,1/7/1960,http://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Loretta_Sanchez_official_photo.jpg/220px-Loretta_Sanchez_official_photo.jpg
Rep,Lou,,Barletta,,,R,PA,11,1,M,202-225-6511,202-225-0764,http://barletta.house.gov,"https://barletta.house.gov/index.cfm?sectionid=58&amp;sectiontree=2,58",115 Cannon House Office Building,B001269,47143,H2PA11098,412469,N00025495,RepLouBarletta,http://www.opencongress.org/wiki/Lou_Barletta,http://youtube.com/reploubarletta,1.92357E+14,,,1/28/1956,http://www.politicspa.com/wp-content/uploads/2013/01/Lou-Barletta-portrait.jpg
Rep,Louie,B.,Gohmert,Jr.,Louie,R,TX,1,1,M,202-225-3035,202-226-1230,http://gohmert.house.gov,http://gohmert.house.gov/contact/,2243 Rayburn House Office Building,G000552,50029,H4TX04039,400651,N00026148,RepLouieGohmert,http://www.opencongress.org/wiki/Louis_Gohmert,http://youtube.com/GohmertTX01,50375006903,,,8/18/1953,http://i.huffpost.com/gen/1156426/thumbs/o-LOUIE-GOHMERT-ABORTION-BAN-facebook.jpg
Rep,Louise,McIntosh,Slaughter,,,D,NY,25,1,F,202-225-3615,202-225-7822,http://louise.house.gov,https://forms.house.gov/slaughter/webforms/zip_auth.shtm,2469 Rayburn House Office Building,S000480,26991,H6NY03031,400378,N00001311,LouiseSlaughter,http://www.opencongress.org/wiki/Louise_McIntosh_Slaughter,http://youtube.com/louiseslaughter,82424647700,,,8/14/1929,http://thinkprogress.org/wp-content/uploads/2011/06/rep_louise_slaughter.jpg
Rep,Lucille,,Roybal-Allard,,,D,CA,40,1,F,202-225-1766,202-226-0350,http://www.house.gov/roybal-allard,http://www.house.gov/writerep,2330 Rayburn House Office Building,R000486,26766,H2CA33048,400347,N00006671,RepRoybalAllard,http://www.opencongress.org/wiki/Lucille_Roybal-Allard,http://youtube.com/RepRoybalAllard,1.39773E+14,,,6/12/1941,"http://upload.wikimedia.org/wikipedia/commons/d/d5/Lucille_Roybal-Allard,_official_photo_portrait_color.jpg"
Com,Luis,G.,Fortuño,,,R,PR,0,0,M,,,http://www.house.gov/fortuno,,,F000452,47567,H4PR00079,400662,N00026264,,http://www.opencongress.org/wiki/Luis_Fortuno,,,,,10/31/1960,http://upload.wikimedia.org/wikipedia/commons/0/0c/Luis_Fortu%25C3%25B1o_congressional_portrait.jpg
Rep,Luis,V.,Gutiérrez,,,D,IL,4,1,M,202-225-8203,202-225-7810,http://gutierrez.house.gov,http://www.house.gov/writerep,2408 Rayburn House Office Building,G000535,26841,H2IL08039,400163,N00004874,LuisGutierrez,http://www.opencongress.org/wiki/Luis_Gutierrez,http://youtube.com/repluisgutierrez,91052833204,,,12/10/1953,http://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/LVGOfficialPhotoPortrait.jpg/220px-LVGOfficialPhotoPortrait.jpg
Rep,Luke,,Messer,,,R,IN,6,1,M,202-225-3021,765-747-5586,http://messer.house.gov,http://messer.house.gov/contact/email-me,508 Cannon House Office Building,M001189,33997,H0IN02125,412540,N00012546,RepLukeMesser,,http://youtube.com/RepLukeMesser,3.67445E+14,,,2/27/1969,http://upload.wikimedia.org/wikipedia/commons/8/8f/Messer-Indiana-Representative-.jpg
Rep,Lynn,M.,Jenkins,,,R,KS,2,1,F,202-225-6601,202-225-7986,http://lynnjenkins.house.gov,http://lynnjenkins.house.gov/contact-me/,1027 Longworth House Office Building,J000290,18594,H8KS02090,412284,N00029077,RepLynnJenkins,http://www.opencongress.org/wiki/Lynn_Jenkins,http://youtube.com/RepLynnJenkins,6974973662,,,6/10/1963,http://www.nfib.com/Portals/0/PDF/AllUsers/states/KS/Jenkins.jpg
Rep,Lynn,C.,Woolsey,,,D,CA,6,0,F,202-225-5161,202-225-5163,http://woolsey.house.gov,http://woolsey.house.gov/contactemailform.asp,2263 Rayburn House Office Building,W000738,26733,H2CA01045,400436,N00007458,RepLynnWoolsey,http://www.opencongress.org/wiki/Lynn_Woolsey,http://youtube.com/RepLynnWoolsey,RepLynnWoolsey,,,11/3/1937,http://upload.wikimedia.org/wikipedia/en/7/76/Lynn_Westmoreland_Official.jpg
Rep,Lynn,A.,Westmoreland,,,R,GA,3,1,M,202-225-5901,202-225-2515,http://westmoreland.house.gov/,http://www.house.gov/writerep,2433 Rayburn House Office Building,W000796,8001,H4GA08067,400627,N00026163,RepWestmoreland,http://www.opencongress.org/wiki/Lynn_Westmoreland,http://youtube.com/RepLynnWestmoreland,71389451419,,,4/2/1950,http://upload.wikimedia.org/wikipedia/commons/4/4b/Lynn_Woolsey_Official_Portrait.jpg
Rep,Mac,M.,Thornberry,,Mac,R,TX,13,1,M,202-225-3706,202-225-3486,http://thornberry.house.gov/,http://www.house.gov/writerep,2329 Rayburn House Office Building,T000238,21706,H4TX13014,400404,N00006052,MacTXPress,http://www.opencongress.org/wiki/William_Thornberry,http://youtube.com/RepMacThornberry,7760165627,,,7/15/1958,http://thornberry.house.gov/UploadedPhotos/HighResolution/479f7f11-d869-4f2b-a4d8-af4ebb0bdc26.jpg
Del,Madeleine,Z.,Bordallo,,,D,GU,0,1,F,202-225-1188,202-226-0341,http://bordallo.house.gov,http://bordallo.house.gov/contact-me,2441 Rayburn House Office Building,B001245,1751,H2GU00033,400041,N00024866,CandiceMiller,http://www.opencongress.org/wiki/Madeline_Bordallo,,1.6173E+14,,,5/31/1933,"http://upload.wikimedia.org/wikipedia/commons/7/75/Madeleine_Bordallo,_official_photo_portrait,_color.JPG"
Rep,Marc,A.,Veasey,,,D,TX,33,1,M,202-225-9897,,http://veasey.house.gov,http://veasey.house.gov/contact/email-me,414 Cannon House Office Building,V000131,49671,H2TX33073,412579,N00033839,RepVeasey,,http://youtube.com/marcveasey,3.94849E+14,,,1/3/1971,"http://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Marc_Veasey,_Official_portrait,_113th_Congress.jpg/220px-Marc_Veasey,_Official_portrait,_113th_Congress.jpg"
Rep,Marcia,L.,Fudge,,,D,OH,11,1,F,202-225-7032,202-225-1339,http://fudge.house.gov,http://fudge.house.gov/press-contacts/,2344 Rayburn House Office Building,F000455,110640,H8OH11141,412327,N00030490,RepMarciaFudge,http://www.opencongress.org/wiki/Marcia_Fudge,http://youtube.com/marcialfudge,2.79006E+11,,,10/29/1952,http://upload.wikimedia.org/wikipedia/en/b/bb/Marcia_Fudge_official_portrait.jpg
Sen,Marco,,Rubio,,,R,FL,Junior Seat,1,M,202-224-3041,202-224-3041,http://www.rubio.senate.gov,http://www.rubio.senate.gov/public/index.cfm/contact,284 Russell Senate Office Building,R000595,1601,S0FL00338,412491,N00030612,SenRubioPress,http://www.opencongress.org/wiki/Marco_Rubio,http://youtube.com/SenatorMarcoRubio,1.78911E+14,,III,5/28/1971,"http://upload.wikimedia.org/wikipedia/commons/7/79/Marco_Rubio,_Official_Portrait,_112th_Congress.jpg"
Rep,Marcy,,Kaptur,,,D,OH,9,1,F,202-225-4146,202-225-7711,http://kaptur.house.gov,https://forms.house.gov/kaptur/webforms/issue_subscribe.shtml,2186 Rayburn House Office Building,K000009,27016,H2OH09031,400211,N00003522,RepMarcyKaptur,http://www.opencongress.org/wiki/Marcy_Kaptur,http://youtube.com/USRepMarcyKaptur,1.73753E+14,,,6/17/1946,"http://upload.wikimedia.org/wikipedia/commons/1/12/Marcy_Kaptur,_official_photo_portrait,_color.jpg"
Sen,Maria,,Cantwell,,,D,WA,Junior Seat,1,F,202-224-3441,202-228-0514,http://www.cantwell.senate.gov,http://www.cantwell.senate.gov/public/index.cfm/email-maria,311 Hart Senate Office Building,C000127,27122,S8WA00194,300018,N00007836,CantwellPress,http://www.opencongress.org/wiki/Maria_Cantwell,http://youtube.com/SenatorCantwell,,,I,10/13/1958,"http://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Maria_Cantwell,_official_portrait,_110th_Congress.jpg/220px-Maria_Cantwell,_official_portrait,_110th_Congress.jpg"
